가게이름,판매량,재고,가격,날짜,요일,카테고리,날씨,공휴일,계절
진주육회,276,27,9500,2023-09-19 00:00:00,Tuesday,육회,맑음,0,가을
진주육회,180,30,9500,2023-09-20 00:00:00,Wednesday,육회,눈,0,가을
진주육회,313,27,9500,2023-09-21 00:00:00,Thursday,육회,눈,0,가을
진주육회,286,18,9500,2023-09-22 00:00:00,Friday,육회,흐림,0,가을
진주육회,162,11,9500,2023-09-23 00:00:00,Saturday,육회,더움,1,가을
진주육회,183,24,9500,2023-09-24 00:00:00,Sunday,육회,눈,1,가을
진주육회,221,16,9500,2023-09-25 00:00:00,Monday,육회,비,0,가을
진주육회,159,15,9500,2023-09-26 00:00:00,Tuesday,육회,맑음,0,가을
진주육회,15,3,9500,2023-09-27 00:00:00,Wednesday,육회,흐림,0,가을
진주육회,150,22,9500,2023-09-28 00:00:00,Thursday,육회,눈,0,가을
진주육회,39,6,9500,2023-09-29 00:00:00,Friday,육회,비,0,가을
진주육회,268,17,9500,2023-09-30 00:00:00,Saturday,육회,눈,1,가을
진주육회,205,24,9500,2023-10-01 00:00:00,Sunday,육회,눈,1,가을
진주육회,78,13,9500,2023-10-02 00:00:00,Monday,육회,맑음,0,가을
진주육회,116,21,9500,2023-10-03 00:00:00,Tuesday,육회,더움,0,가을
진주육회,165,18,9500,2023-10-04 00:00:00,Wednesday,육회,눈,0,가을
진주육회,190,25,9500,2023-10-05 00:00:00,Thursday,육회,비,0,가을
진주육회,63,12,9500,2023-10-06 00:00:00,Friday,육회,눈,0,가을
진주육회,132,20,9500,2023-10-07 00:00:00,Saturday,육회,비,1,가을
진주육회,241,25,9500,2023-10-08 00:00:00,Sunday,육회,흐림,1,가을
진주육회,57,9,9500,2023-10-09 00:00:00,Monday,육회,더움,0,가을
진주육회,45,7,9500,2023-10-10 00:00:00,Tuesday,육회,비,0,가을
진주육회,78,13,9500,2023-10-11 00:00:00,Wednesday,육회,눈,0,가을
진주육회,279,17,9500,2023-10-12 00:00:00,Thursday,육회,더움,0,가을
진주육회,155,26,9500,2023-10-13 00:00:00,Friday,육회,맑음,0,가을
진주육회,121,9,9500,2023-10-14 00:00:00,Saturday,육회,흐림,1,가을
진주육회,164,27,9500,2023-10-15 00:00:00,Sunday,육회,흐림,1,가을
진주육회,176,22,9500,2023-10-16 00:00:00,Monday,육회,눈,0,가을
진주육회,77,13,9500,2023-10-17 00:00:00,Tuesday,육회,눈,0,가을
진주육회,66,11,9500,2023-10-18 00:00:00,Wednesday,육회,흐림,0,가을
진주육회,138,14,9500,2023-10-19 00:00:00,Thursday,육회,눈,0,가을
진주육회,167,25,9500,2023-10-20 00:00:00,Friday,육회,더움,0,가을
진주육회,103,20,9500,2023-10-21 00:00:00,Saturday,육회,더움,1,가을
진주육회,6,1,9500,2023-10-22 00:00:00,Sunday,육회,맑음,1,가을
진주육회,92,11,9500,2023-10-23 00:00:00,Monday,육회,흐림,0,가을
진주육회,91,16,9500,2023-10-24 00:00:00,Tuesday,육회,맑음,0,가을
진주육회,258,21,9500,2023-10-25 00:00:00,Wednesday,육회,흐림,0,가을
진주육회,15,2,9500,2023-10-26 00:00:00,Thursday,육회,더움,0,가을
진주육회,48,9,9500,2023-10-27 00:00:00,Friday,육회,더움,0,가을
진주육회,144,8,9500,2023-10-28 00:00:00,Saturday,육회,눈,1,가을
진주육회,94,18,9500,2023-10-29 00:00:00,Sunday,육회,맑음,1,가을
진주육회,118,6,9500,2023-10-30 00:00:00,Monday,육회,맑음,0,가을
진주육회,187,23,9500,2023-10-31 00:00:00,Tuesday,육회,흐림,0,가을
진주육회,216,26,9500,2023-11-01 00:00:00,Wednesday,육회,흐림,0,가을
진주육회,144,16,9500,2023-11-02 00:00:00,Thursday,육회,비,0,가을
진주육회,169,25,9500,2023-11-03 00:00:00,Friday,육회,흐림,0,가을
진주육회,28,5,9500,2023-11-04 00:00:00,Saturday,육회,맑음,1,가을
진주육회,150,25,9500,2023-11-05 00:00:00,Sunday,육회,눈,1,가을
진주육회,237,26,9500,2023-11-06 00:00:00,Monday,육회,흐림,0,가을
진주육회,56,11,9500,2023-11-07 00:00:00,Tuesday,육회,더움,0,가을
진주육회,170,24,9500,2023-11-08 00:00:00,Wednesday,육회,흐림,0,가을
진주육회,200,27,9500,2023-11-09 00:00:00,Thursday,육회,맑음,0,가을
진주육회,55,9,9500,2023-11-10 00:00:00,Friday,육회,더움,0,가을
진주육회,68,11,9500,2023-11-11 00:00:00,Saturday,육회,흐림,1,가을
진주육회,103,15,9500,2023-11-12 00:00:00,Sunday,육회,흐림,1,가을
진주육회,126,20,9500,2023-11-13 00:00:00,Monday,육회,흐림,0,가을
진주육회,163,27,9500,2023-11-14 00:00:00,Tuesday,육회,비,0,가을
진주육회,205,15,9500,2023-11-15 00:00:00,Wednesday,육회,비,0,가을
진주육회,57,3,9500,2023-11-16 00:00:00,Thursday,육회,눈,0,가을
진주육회,182,29,9500,2023-11-17 00:00:00,Friday,육회,맑음,0,가을
진주육회,29,3,9500,2023-11-18 00:00:00,Saturday,육회,눈,1,가을
진주육회,74,7,9500,2023-11-19 00:00:00,Sunday,육회,눈,1,가을
진주육회,147,27,9500,2023-11-20 00:00:00,Monday,육회,눈,0,가을
진주육회,11,2,9500,2023-11-21 00:00:00,Tuesday,육회,흐림,0,가을
진주육회,278,27,9500,2023-11-22 00:00:00,Wednesday,육회,맑음,0,가을
진주육회,151,25,9500,2023-11-23 00:00:00,Thursday,육회,흐림,0,가을
진주육회,38,5,9500,2023-11-24 00:00:00,Friday,육회,더움,0,가을
진주육회,50,10,9500,2023-11-25 00:00:00,Saturday,육회,비,1,가을
진주육회,65,7,9500,2023-11-26 00:00:00,Sunday,육회,흐림,1,가을
진주육회,123,16,9500,2023-11-27 00:00:00,Monday,육회,눈,0,가을
진주육회,261,25,9500,2023-11-28 00:00:00,Tuesday,육회,눈,0,가을
진주육회,50,8,9500,2023-11-29 00:00:00,Wednesday,육회,눈,0,가을
진주육회,224,22,9500,2023-11-30 00:00:00,Thursday,육회,눈,0,가을
진주육회,185,22,9500,2023-12-01 00:00:00,Friday,육회,더움,0,겨울
진주육회,225,18,9500,2023-12-02 00:00:00,Saturday,육회,눈,1,겨울
진주육회,96,15,9500,2023-12-03 00:00:00,Sunday,육회,흐림,1,겨울
진주육회,30,4,9500,2023-12-04 00:00:00,Monday,육회,더움,0,겨울
진주육회,212,23,9500,2023-12-05 00:00:00,Tuesday,육회,비,0,겨울
진주육회,43,7,9500,2023-12-06 00:00:00,Wednesday,육회,눈,0,겨울
진주육회,27,5,9500,2023-12-07 00:00:00,Thursday,육회,눈,0,겨울
진주육회,15,2,9500,2023-12-08 00:00:00,Friday,육회,맑음,0,겨울
진주육회,175,16,9500,2023-12-09 00:00:00,Saturday,육회,더움,1,겨울
진주육회,140,28,9500,2023-12-10 00:00:00,Sunday,육회,흐림,1,겨울
진주육회,140,24,9500,2023-12-11 00:00:00,Monday,육회,눈,0,겨울
진주육회,77,9,9500,2023-12-12 00:00:00,Tuesday,육회,눈,0,겨울
진주육회,91,7,9500,2023-12-13 00:00:00,Wednesday,육회,더움,0,겨울
진주육회,10,2,9500,2023-12-14 00:00:00,Thursday,육회,더움,0,겨울
진주육회,136,9,9500,2023-12-15 00:00:00,Friday,육회,눈,0,겨울
진주육회,153,22,9500,2023-12-16 00:00:00,Saturday,육회,흐림,1,겨울
진주육회,133,21,9500,2023-12-17 00:00:00,Sunday,육회,맑음,1,겨울
진주육회,254,19,9500,2023-12-18 00:00:00,Monday,육회,눈,0,겨울
진주육회,35,4,9500,2023-12-19 00:00:00,Tuesday,육회,더움,0,겨울
진주육회,78,10,9500,2023-12-20 00:00:00,Wednesday,육회,흐림,0,겨울
진주육회,5,1,9500,2023-12-21 00:00:00,Thursday,육회,눈,0,겨울
진주육회,40,7,9500,2023-12-22 00:00:00,Friday,육회,흐림,0,겨울
진주육회,69,11,9500,2023-12-23 00:00:00,Saturday,육회,비,1,겨울
진주육회,153,24,9500,2023-12-24 00:00:00,Sunday,육회,맑음,1,겨울
진주육회,132,25,9500,2023-12-25 00:00:00,Monday,육회,비,0,겨울
진주육회,64,5,9500,2023-12-26 00:00:00,Tuesday,육회,맑음,0,겨울
진주육회,379,27,9500,2023-12-27 00:00:00,Wednesday,육회,흐림,0,겨울
진주육회,157,29,9500,2023-12-28 00:00:00,Thursday,육회,맑음,0,겨울
진주육회,133,26,9500,2023-12-29 00:00:00,Friday,육회,더움,0,겨울
진주육회,296,19,9500,2023-12-30 00:00:00,Saturday,육회,눈,1,겨울
진주육회,236,30,9500,2023-12-31 00:00:00,Sunday,육회,비,1,겨울
통큰누이네 육회빈대떡,132,22,8500,2023-01-01 00:00:00,Sunday,육회,눈,1,겨울
통큰누이네 육회빈대떡,209,23,8500,2023-01-02 00:00:00,Monday,육회,더움,0,겨울
통큰누이네 육회빈대떡,185,24,8500,2023-01-03 00:00:00,Tuesday,육회,비,0,겨울
통큰누이네 육회빈대떡,81,12,8500,2023-01-04 00:00:00,Wednesday,육회,눈,0,겨울
통큰누이네 육회빈대떡,154,16,8500,2023-01-05 00:00:00,Thursday,육회,비,0,겨울
통큰누이네 육회빈대떡,182,30,8500,2023-01-06 00:00:00,Friday,육회,맑음,0,겨울
통큰누이네 육회빈대떡,12,2,8500,2023-01-07 00:00:00,Saturday,육회,흐림,1,겨울
통큰누이네 육회빈대떡,51,8,8500,2023-01-08 00:00:00,Sunday,육회,더움,1,겨울
통큰누이네 육회빈대떡,21,3,8500,2023-01-09 00:00:00,Monday,육회,흐림,0,겨울
통큰누이네 육회빈대떡,33,5,8500,2023-01-10 00:00:00,Tuesday,육회,눈,0,겨울
통큰누이네 육회빈대떡,192,18,8500,2023-01-11 00:00:00,Wednesday,육회,눈,0,겨울
통큰누이네 육회빈대떡,276,15,8500,2023-01-12 00:00:00,Thursday,육회,더움,0,겨울
통큰누이네 육회빈대떡,204,20,8500,2023-01-13 00:00:00,Friday,육회,흐림,0,겨울
통큰누이네 육회빈대떡,280,29,8500,2023-01-14 00:00:00,Saturday,육회,더움,1,겨울
통큰누이네 육회빈대떡,7,1,8500,2023-01-15 00:00:00,Sunday,육회,더움,1,겨울
통큰누이네 육회빈대떡,188,25,8500,2023-01-16 00:00:00,Monday,육회,흐림,0,겨울
통큰누이네 육회빈대떡,25,5,8500,2023-01-17 00:00:00,Tuesday,육회,눈,0,겨울
통큰누이네 육회빈대떡,47,8,8500,2023-01-18 00:00:00,Wednesday,육회,비,0,겨울
통큰누이네 육회빈대떡,305,24,8500,2023-01-19 00:00:00,Thursday,육회,맑음,0,겨울
통큰누이네 육회빈대떡,125,20,8500,2023-01-20 00:00:00,Friday,육회,흐림,0,겨울
통큰누이네 육회빈대떡,143,28,8500,2023-01-21 00:00:00,Saturday,육회,더움,1,겨울
통큰누이네 육회빈대떡,121,21,8500,2023-01-22 00:00:00,Sunday,육회,더움,1,겨울
통큰누이네 육회빈대떡,143,26,8500,2023-01-23 00:00:00,Monday,육회,비,0,겨울
통큰누이네 육회빈대떡,19,1,8500,2023-01-24 00:00:00,Tuesday,육회,비,0,겨울
통큰누이네 육회빈대떡,23,3,8500,2023-01-25 00:00:00,Wednesday,육회,비,0,겨울
통큰누이네 육회빈대떡,75,11,8500,2023-01-26 00:00:00,Thursday,육회,맑음,0,겨울
통큰누이네 육회빈대떡,145,23,8500,2023-01-27 00:00:00,Friday,육회,흐림,0,겨울
통큰누이네 육회빈대떡,32,5,8500,2023-01-28 00:00:00,Saturday,육회,비,1,겨울
통큰누이네 육회빈대떡,96,6,8500,2023-01-29 00:00:00,Sunday,육회,흐림,1,겨울
통큰누이네 육회빈대떡,119,10,8500,2023-01-30 00:00:00,Monday,육회,맑음,0,겨울
통큰누이네 육회빈대떡,170,12,8500,2023-01-31 00:00:00,Tuesday,육회,흐림,0,겨울
통큰누이네 육회빈대떡,329,28,8500,2023-02-01 00:00:00,Wednesday,육회,비,0,겨울
통큰누이네 육회빈대떡,55,10,8500,2023-02-02 00:00:00,Thursday,육회,비,0,겨울
통큰누이네 육회빈대떡,150,12,8500,2023-02-03 00:00:00,Friday,육회,눈,0,겨울
통큰누이네 육회빈대떡,355,22,8500,2023-02-04 00:00:00,Saturday,육회,눈,1,겨울
통큰누이네 육회빈대떡,216,17,8500,2023-02-05 00:00:00,Sunday,육회,맑음,1,겨울
통큰누이네 육회빈대떡,407,27,8500,2023-02-06 00:00:00,Monday,육회,비,0,겨울
통큰누이네 육회빈대떡,131,19,8500,2023-02-07 00:00:00,Tuesday,육회,맑음,0,겨울
통큰누이네 육회빈대떡,33,2,8500,2023-02-08 00:00:00,Wednesday,육회,맑음,0,겨울
통큰누이네 육회빈대떡,271,26,8500,2023-02-09 00:00:00,Thursday,육회,더움,0,겨울
통큰누이네 육회빈대떡,138,27,8500,2023-02-10 00:00:00,Friday,육회,맑음,0,겨울
통큰누이네 육회빈대떡,28,4,8500,2023-02-11 00:00:00,Saturday,육회,더움,1,겨울
통큰누이네 육회빈대떡,26,5,8500,2023-02-12 00:00:00,Sunday,육회,눈,1,겨울
통큰누이네 육회빈대떡,285,18,8500,2023-02-13 00:00:00,Monday,육회,흐림,0,겨울
통큰누이네 육회빈대떡,23,3,8500,2023-02-14 00:00:00,Tuesday,육회,맑음,0,겨울
통큰누이네 육회빈대떡,57,7,8500,2023-02-15 00:00:00,Wednesday,육회,비,0,겨울
통큰누이네 육회빈대떡,7,1,8500,2023-02-16 00:00:00,Thursday,육회,흐림,0,겨울
통큰누이네 육회빈대떡,92,17,8500,2023-02-17 00:00:00,Friday,육회,비,0,겨울
통큰누이네 육회빈대떡,37,6,8500,2023-02-18 00:00:00,Saturday,육회,비,1,겨울
통큰누이네 육회빈대떡,7,1,8500,2023-02-19 00:00:00,Sunday,육회,더움,1,겨울
통큰누이네 육회빈대떡,385,27,8500,2023-02-20 00:00:00,Monday,육회,맑음,0,겨울
통큰누이네 육회빈대떡,244,22,8500,2023-02-21 00:00:00,Tuesday,육회,더움,0,겨울
통큰누이네 육회빈대떡,165,18,8500,2023-02-22 00:00:00,Wednesday,육회,비,0,겨울
통큰누이네 육회빈대떡,202,29,8500,2023-02-23 00:00:00,Thursday,육회,흐림,0,겨울
통큰누이네 육회빈대떡,269,30,8500,2023-02-24 00:00:00,Friday,육회,비,0,겨울
통큰누이네 육회빈대떡,145,29,8500,2023-02-25 00:00:00,Saturday,육회,더움,1,겨울
통큰누이네 육회빈대떡,124,18,8500,2023-02-26 00:00:00,Sunday,육회,눈,1,겨울
통큰누이네 육회빈대떡,331,29,8500,2023-02-27 00:00:00,Monday,육회,맑음,0,겨울
통큰누이네 육회빈대떡,204,12,8500,2023-02-28 00:00:00,Tuesday,육회,비,0,겨울
통큰누이네 육회빈대떡,50,9,8500,2023-03-01 00:00:00,Wednesday,육회,더움,0,봄
통큰누이네 육회빈대떡,29,5,8500,2023-03-02 00:00:00,Thursday,육회,눈,0,봄
통큰누이네 육회빈대떡,152,14,8500,2023-03-03 00:00:00,Friday,육회,더움,0,봄
통큰누이네 육회빈대떡,30,5,8500,2023-03-04 00:00:00,Saturday,육회,더움,1,봄
통큰누이네 육회빈대떡,165,23,8500,2023-03-05 00:00:00,Sunday,육회,흐림,1,봄
통큰누이네 육회빈대떡,61,11,8500,2023-03-06 00:00:00,Monday,육회,비,0,봄
통큰누이네 육회빈대떡,368,23,8500,2023-03-07 00:00:00,Tuesday,육회,맑음,0,봄
통큰누이네 육회빈대떡,274,16,8500,2023-03-08 00:00:00,Wednesday,육회,맑음,0,봄
통큰누이네 육회빈대떡,64,5,8500,2023-03-09 00:00:00,Thursday,육회,흐림,0,봄
통큰누이네 육회빈대떡,79,5,8500,2023-03-10 00:00:00,Friday,육회,흐림,0,봄
통큰누이네 육회빈대떡,121,18,8500,2023-03-11 00:00:00,Saturday,육회,눈,1,봄
통큰누이네 육회빈대떡,341,22,8500,2023-03-12 00:00:00,Sunday,육회,눈,1,봄
통큰누이네 육회빈대떡,260,27,8500,2023-03-13 00:00:00,Monday,육회,눈,0,봄
통큰누이네 육회빈대떡,156,20,8500,2023-03-14 00:00:00,Tuesday,육회,비,0,봄
통큰누이네 육회빈대떡,79,14,8500,2023-03-15 00:00:00,Wednesday,육회,비,0,봄
통큰누이네 육회빈대떡,20,2,8500,2023-03-16 00:00:00,Thursday,육회,맑음,0,봄
통큰누이네 육회빈대떡,58,9,8500,2023-03-17 00:00:00,Friday,육회,흐림,0,봄
통큰누이네 육회빈대떡,134,23,8500,2023-03-18 00:00:00,Saturday,육회,흐림,1,봄
통큰누이네 육회빈대떡,104,6,8500,2023-03-19 00:00:00,Sunday,육회,흐림,1,봄
통큰누이네 육회빈대떡,92,13,8500,2023-03-20 00:00:00,Monday,육회,눈,0,봄
통큰누이네 육회빈대떡,25,5,8500,2023-03-21 00:00:00,Tuesday,육회,흐림,0,봄
통큰누이네 육회빈대떡,34,6,8500,2023-03-22 00:00:00,Wednesday,육회,더움,0,봄
통큰누이네 육회빈대떡,17,3,8500,2023-03-23 00:00:00,Thursday,육회,비,0,봄
통큰누이네 육회빈대떡,520,28,8500,2023-03-24 00:00:00,Friday,육회,맑음,0,봄
통큰누이네 육회빈대떡,60,12,8500,2023-03-25 00:00:00,Saturday,육회,눈,1,봄
통큰누이네 육회빈대떡,12,2,8500,2023-03-26 00:00:00,Sunday,육회,더움,1,봄
통큰누이네 육회빈대떡,63,11,8500,2023-03-27 00:00:00,Monday,육회,더움,0,봄
통큰누이네 육회빈대떡,62,5,8500,2023-03-28 00:00:00,Tuesday,육회,더움,0,봄
통큰누이네 육회빈대떡,26,3,8500,2023-03-29 00:00:00,Wednesday,육회,맑음,0,봄
통큰누이네 육회빈대떡,191,30,8500,2023-03-30 00:00:00,Thursday,육회,비,0,봄
통큰누이네 육회빈대떡,239,25,8500,2023-03-31 00:00:00,Friday,육회,비,0,봄
통큰누이네 육회빈대떡,104,18,8500,2023-04-01 00:00:00,Saturday,육회,비,1,봄
통큰누이네 육회빈대떡,37,5,8500,2023-04-02 00:00:00,Sunday,육회,더움,1,봄
통큰누이네 육회빈대떡,97,13,8500,2023-04-03 00:00:00,Monday,육회,눈,0,봄
통큰누이네 육회빈대떡,121,23,8500,2023-04-04 00:00:00,Tuesday,육회,눈,0,봄
통큰누이네 육회빈대떡,69,11,8500,2023-04-05 00:00:00,Wednesday,육회,흐림,0,봄
통큰누이네 육회빈대떡,205,19,8500,2023-04-06 00:00:00,Thursday,육회,비,0,봄
통큰누이네 육회빈대떡,97,18,8500,2023-04-07 00:00:00,Friday,육회,더움,0,봄
통큰누이네 육회빈대떡,60,4,8500,2023-04-08 00:00:00,Saturday,육회,맑음,1,봄
통큰누이네 육회빈대떡,150,17,8500,2023-04-09 00:00:00,Sunday,육회,흐림,1,봄
통큰누이네 육회빈대떡,359,24,8500,2023-04-10 00:00:00,Monday,육회,흐림,0,봄
통큰누이네 육회빈대떡,96,12,8500,2023-04-11 00:00:00,Tuesday,육회,비,0,봄
통큰누이네 육회빈대떡,337,24,8500,2023-04-12 00:00:00,Wednesday,육회,비,0,봄
통큰누이네 육회빈대떡,6,1,8500,2023-04-13 00:00:00,Thursday,육회,눈,0,봄
통큰누이네 육회빈대떡,51,10,8500,2023-04-14 00:00:00,Friday,육회,흐림,0,봄
통큰누이네 육회빈대떡,19,1,8500,2023-04-15 00:00:00,Saturday,육회,비,1,봄
통큰누이네 육회빈대떡,272,29,8500,2023-04-16 00:00:00,Sunday,육회,흐림,1,봄
통큰누이네 육회빈대떡,97,19,8500,2023-04-17 00:00:00,Monday,육회,더움,0,봄
통큰누이네 육회빈대떡,46,8,8500,2023-04-18 00:00:00,Tuesday,육회,비,0,봄
통큰누이네 육회빈대떡,82,11,8500,2023-04-19 00:00:00,Wednesday,육회,더움,0,봄
통큰누이네 육회빈대떡,118,22,8500,2023-04-20 00:00:00,Thursday,육회,흐림,0,봄
통큰누이네 육회빈대떡,126,21,8500,2023-04-21 00:00:00,Friday,육회,맑음,0,봄
통큰누이네 육회빈대떡,42,5,8500,2023-04-22 00:00:00,Saturday,육회,눈,1,봄
통큰누이네 육회빈대떡,12,2,8500,2023-04-23 00:00:00,Sunday,육회,비,1,봄
통큰누이네 육회빈대떡,77,15,8500,2023-04-24 00:00:00,Monday,육회,눈,0,봄
통큰누이네 육회빈대떡,72,9,8500,2023-04-25 00:00:00,Tuesday,육회,맑음,0,봄
통큰누이네 육회빈대떡,252,20,8500,2023-04-26 00:00:00,Wednesday,육회,맑음,0,봄
통큰누이네 육회빈대떡,228,17,8500,2023-04-27 00:00:00,Thursday,육회,비,0,봄
통큰누이네 육회빈대떡,111,15,8500,2023-04-28 00:00:00,Friday,육회,비,0,봄
통큰누이네 육회빈대떡,110,19,8500,2023-04-29 00:00:00,Saturday,육회,흐림,1,봄
통큰누이네 육회빈대떡,145,13,8500,2023-04-30 00:00:00,Sunday,육회,눈,1,봄
통큰누이네 육회빈대떡,189,27,8500,2023-05-01 00:00:00,Monday,육회,비,0,봄
통큰누이네 육회빈대떡,149,28,8500,2023-05-02 00:00:00,Tuesday,육회,더움,0,봄
통큰누이네 육회빈대떡,40,7,8500,2023-05-03 00:00:00,Wednesday,육회,맑음,0,봄
통큰누이네 육회빈대떡,112,12,8500,2023-05-04 00:00:00,Thursday,육회,더움,0,봄
통큰누이네 육회빈대떡,74,8,8500,2023-05-05 00:00:00,Friday,육회,흐림,0,봄
통큰누이네 육회빈대떡,59,8,8500,2023-05-06 00:00:00,Saturday,육회,흐림,1,봄
통큰누이네 육회빈대떡,432,29,8500,2023-05-07 00:00:00,Sunday,육회,흐림,1,봄
통큰누이네 육회빈대떡,220,23,8500,2023-05-08 00:00:00,Monday,육회,더움,0,봄
통큰누이네 육회빈대떡,177,27,8500,2023-05-09 00:00:00,Tuesday,육회,더움,0,봄
통큰누이네 육회빈대떡,262,28,8500,2023-05-10 00:00:00,Wednesday,육회,흐림,0,봄
통큰누이네 육회빈대떡,130,21,8500,2023-05-11 00:00:00,Thursday,육회,더움,0,봄
통큰누이네 육회빈대떡,135,24,8500,2023-05-12 00:00:00,Friday,육회,더움,0,봄
통큰누이네 육회빈대떡,112,16,8500,2023-05-13 00:00:00,Saturday,육회,눈,1,봄
통큰누이네 육회빈대떡,170,17,8500,2023-05-14 00:00:00,Sunday,육회,더움,1,봄
통큰누이네 육회빈대떡,137,16,8500,2023-05-15 00:00:00,Monday,육회,더움,0,봄
통큰누이네 육회빈대떡,63,9,8500,2023-05-16 00:00:00,Tuesday,육회,맑음,0,봄
통큰누이네 육회빈대떡,45,8,8500,2023-05-17 00:00:00,Wednesday,육회,맑음,0,봄
통큰누이네 육회빈대떡,22,4,8500,2023-05-18 00:00:00,Thursday,육회,눈,0,봄
통큰누이네 육회빈대떡,252,16,8500,2023-05-19 00:00:00,Friday,육회,맑음,0,봄
통큰누이네 육회빈대떡,252,23,8500,2023-05-20 00:00:00,Saturday,육회,맑음,1,봄
통큰누이네 육회빈대떡,134,14,8500,2023-05-21 00:00:00,Sunday,육회,눈,1,봄
통큰누이네 육회빈대떡,13,2,8500,2023-05-22 00:00:00,Monday,육회,더움,0,봄
통큰누이네 육회빈대떡,5,1,8500,2023-05-23 00:00:00,Tuesday,육회,더움,0,봄
통큰누이네 육회빈대떡,90,18,8500,2023-05-24 00:00:00,Wednesday,육회,흐림,0,봄
통큰누이네 육회빈대떡,167,28,8500,2023-05-25 00:00:00,Thursday,육회,눈,0,봄
통큰누이네 육회빈대떡,89,15,8500,2023-05-26 00:00:00,Friday,육회,비,0,봄
통큰누이네 육회빈대떡,106,15,8500,2023-05-27 00:00:00,Saturday,육회,비,1,봄
통큰누이네 육회빈대떡,172,23,8500,2023-05-28 00:00:00,Sunday,육회,맑음,1,봄
통큰누이네 육회빈대떡,224,14,8500,2023-05-29 00:00:00,Monday,육회,눈,0,봄
통큰누이네 육회빈대떡,216,16,8500,2023-05-30 00:00:00,Tuesday,육회,흐림,0,봄
통큰누이네 육회빈대떡,129,22,8500,2023-05-31 00:00:00,Wednesday,육회,비,0,봄
통큰누이네 육회빈대떡,88,12,8500,2023-06-01 00:00:00,Thursday,육회,맑음,0,여름
통큰누이네 육회빈대떡,220,27,8500,2023-06-02 00:00:00,Friday,육회,눈,0,여름
통큰누이네 육회빈대떡,61,6,8500,2023-06-03 00:00:00,Saturday,육회,비,1,여름
통큰누이네 육회빈대떡,166,23,8500,2023-06-04 00:00:00,Sunday,육회,비,1,여름
통큰누이네 육회빈대떡,126,11,8500,2023-06-05 00:00:00,Monday,육회,흐림,0,여름
통큰누이네 육회빈대떡,316,25,8500,2023-06-06 00:00:00,Tuesday,육회,흐림,0,여름
통큰누이네 육회빈대떡,230,20,8500,2023-06-07 00:00:00,Wednesday,육회,맑음,0,여름
통큰누이네 육회빈대떡,16,2,8500,2023-06-08 00:00:00,Thursday,육회,비,0,여름
통큰누이네 육회빈대떡,143,16,8500,2023-06-09 00:00:00,Friday,육회,흐림,0,여름
통큰누이네 육회빈대떡,26,3,8500,2023-06-10 00:00:00,Saturday,육회,맑음,1,여름
통큰누이네 육회빈대떡,235,26,8500,2023-06-11 00:00:00,Sunday,육회,비,1,여름
통큰누이네 육회빈대떡,50,7,8500,2023-06-12 00:00:00,Monday,육회,눈,0,여름
통큰누이네 육회빈대떡,73,4,8500,2023-06-13 00:00:00,Tuesday,육회,맑음,0,여름
통큰누이네 육회빈대떡,69,5,8500,2023-06-14 00:00:00,Wednesday,육회,흐림,0,여름
통큰누이네 육회빈대떡,139,8,8500,2023-06-15 00:00:00,Thursday,육회,더움,0,여름
통큰누이네 육회빈대떡,98,12,8500,2023-06-16 00:00:00,Friday,육회,비,0,여름
통큰누이네 육회빈대떡,32,5,8500,2023-06-17 00:00:00,Saturday,육회,흐림,1,여름
통큰누이네 육회빈대떡,172,15,8500,2023-06-18 00:00:00,Sunday,육회,흐림,1,여름
통큰누이네 육회빈대떡,448,29,8500,2023-06-19 00:00:00,Monday,육회,더움,0,여름
통큰누이네 육회빈대떡,15,1,8500,2023-06-20 00:00:00,Tuesday,육회,흐림,0,여름
통큰누이네 육회빈대떡,52,8,8500,2023-06-21 00:00:00,Wednesday,육회,눈,0,여름
통큰누이네 육회빈대떡,85,14,8500,2023-06-22 00:00:00,Thursday,육회,비,0,여름
통큰누이네 육회빈대떡,73,7,8500,2023-06-23 00:00:00,Friday,육회,흐림,0,여름
통큰누이네 육회빈대떡,23,4,8500,2023-06-24 00:00:00,Saturday,육회,흐림,1,여름
통큰누이네 육회빈대떡,23,4,8500,2023-06-25 00:00:00,Sunday,육회,맑음,1,여름
통큰누이네 육회빈대떡,24,3,8500,2023-06-26 00:00:00,Monday,육회,눈,0,여름
통큰누이네 육회빈대떡,137,27,8500,2023-06-27 00:00:00,Tuesday,육회,더움,0,여름
통큰누이네 육회빈대떡,304,26,8500,2023-06-28 00:00:00,Wednesday,육회,눈,0,여름
통큰누이네 육회빈대떡,218,21,8500,2023-06-29 00:00:00,Thursday,육회,눈,0,여름
통큰누이네 육회빈대떡,54,6,8500,2023-06-30 00:00:00,Friday,육회,더움,0,여름
통큰누이네 육회빈대떡,179,16,8500,2023-07-01 00:00:00,Saturday,육회,비,1,여름
통큰누이네 육회빈대떡,323,18,8500,2023-07-02 00:00:00,Sunday,육회,눈,1,여름
통큰누이네 육회빈대떡,173,26,8500,2023-07-03 00:00:00,Monday,육회,더움,0,여름
통큰누이네 육회빈대떡,136,21,8500,2023-07-04 00:00:00,Tuesday,육회,눈,0,여름
통큰누이네 육회빈대떡,37,7,8500,2023-07-05 00:00:00,Wednesday,육회,눈,0,여름
통큰누이네 육회빈대떡,14,1,8500,2023-07-06 00:00:00,Thursday,육회,맑음,0,여름
